sentences,business_id,review_id,sentence_id,sentiment
"dessert trio was nice, although despite telling the server i was allergic to milk, was served a milk based panacotta.",YkAIlxYZ1guSqbbowU9X4g,IHUtKhYxZab-8pTPPyZEQw,3,
the fish and steak are one of the best ones i have eaten in vegas and they are extremely accommodating with food allergies.,L7SKlQ4hH12eIqmabXzE0Q,Ci0773eoAMXB5SVDje1u_g,4,
here you know that no one takes food allergies lightly and they will go the extra mile to make sure your food is tasty and safe.,L7SKlQ4hH12eIqmabXzE0Q,Ci0773eoAMXB5SVDje1u_g,5,
it's really hard to find a good gluten free pizza.,1RgX-EAQrGoPMvy9ntEXsw,JsYVgPt_1JgWkXTl0TL7ng,0,
mr g's gluten free pizza is beyond fabulous and my husband loves the (not gluten free) sub sandwiches!,1RgX-EAQrGoPMvy9ntEXsw,JsYVgPt_1JgWkXTl0TL7ng,1,
we just had dinner here on a recommendation that they had good gluten free pizza.,1RgX-EAQrGoPMvy9ntEXsw,4LGhMYWox7rmr9OuqP61Jg,0,
i ordered the gluten free pizza and my husband ordered a medium deluxe pizza since that was the smallest size that pizza came in.,1RgX-EAQrGoPMvy9ntEXsw,4LGhMYWox7rmr9OuqP61Jg,3,
the gluten free crust was good but it stopped there.,1RgX-EAQrGoPMvy9ntEXsw,4LGhMYWox7rmr9OuqP61Jg,6,
"my only comment would be that i wish they had more gluten-free options, such as gluten-free buns, as there were not a ton of gluten-free options besides salad.",LSMeZ0lITrnxaz7LGCaeUQ,Nu3pUMa1JRpdL0aWtKz8xA,12,
"as i can eat a lot of sushi and sashimi, i have to clear up the understanding of gluten free/celiac with the staff right away so i can read the menu properly.",UhAQ8WpAjKo-md_CLGyPmw,jB0n0K2_rCuyf07ZyBzHaQ,6,
gluten free rice wine vinegar used in their sushi rice.,UhAQ8WpAjKo-md_CLGyPmw,jB0n0K2_rCuyf07ZyBzHaQ,7,
"sadly the california roll is not, (imitation crab), however they do have a gluten free soy sauce if you do not want to bring your own.",UhAQ8WpAjKo-md_CLGyPmw,jB0n0K2_rCuyf07ZyBzHaQ,9,
ramen as well that looks great but isn't usually gluten free so i can't comment on it.,UhAQ8WpAjKo-md_CLGyPmw,jB0n0K2_rCuyf07ZyBzHaQ,19,
the service was quick and the staff were very careful and attentive with my orders given my various allergies.,UhAQ8WpAjKo-md_CLGyPmw,P0-VmeNvwZZN-BQDvYj8Lw,1,
my son has a nut allergy and they are always great about cleaning the scooper for him before dishing out his ice cream.,PPFcjkmg8DlU4AL8525W0g,iJLT9YMdRzsnL6iLwZW1tg,4,
the best ever and you would never know that they are gluten-free!,AGHtVGdsaeUxUIXCMLhDVA,lhWe6KYViimA5pGsMz6FPg,1,
2 kids with a dairy allergy - i stopped by aunt abby's in a pinch to buy a birthday cake for my wife.,AGHtVGdsaeUxUIXCMLhDVA,10zyZWEcnfrknb5bgKo3Ag,0,
she also baked cupcakes for someone in our group who was gluten and dairy free - they were amazing.,AGHtVGdsaeUxUIXCMLhDVA,bdwV9zzGV3CDw_mwGPlj0A,2,
the only reason this place gets a second star is because the service was good; our waitress generally cared and helped me out because i have a food allergy to onions.,kOUnvmGamiw90BfmthoQGg,dXDL_3FURC_98c0xE5Lgbw,4,
"thank goodness the lo mein paired well with all the meats, since i am not able to eat rice without risking allergic reactions.",sYDc1TENwCKLHvprBa5rLw,WEMRxNp7U5HFoFYUMGjn0A,10,
i used to get whatever pizza was on special with a gluten free crust and they would simply upcharge for the crust.,OgpFnMfx1R_Aw4rZfLRuKQ,RYBt_YIE1iChQxtC36fvrQ,1,
today the girl working the register tells me she would have to charge me for a create your own pizza and add each topping individually with a gluten free crust.,OgpFnMfx1R_Aw4rZfLRuKQ,RYBt_YIE1iChQxtC36fvrQ,2,
i'm not going to pay $20 for a gluten free pizza i have to bake myself.,OgpFnMfx1R_Aw4rZfLRuKQ,RYBt_YIE1iChQxtC36fvrQ,5,
i'll stick with barro's where i can get a baked gluten free pizza loaded with toppings for under $14 without any hassle.,OgpFnMfx1R_Aw4rZfLRuKQ,RYBt_YIE1iChQxtC36fvrQ,6,
papa murphy's gluten free crust is the best i've tasted since i went gluten free four years ago (due to celiac disease).,OgpFnMfx1R_Aw4rZfLRuKQ,E4fGehml1l0AS8ZQvqmABw,0,
"well not at buddha pie, heck you can even get a delicious aiden's gluten-free crust if you ask.",A3YhRPb0DPQPJL22nlYSxw,Z8IkoijC27kXtLZx2O0a_Q,2,
"i got the very veggie on a gluten free crust, sans onions and added goat cheese and i gotta say, it was pretty damn well the best g-free pizza i've had in to!!",A3YhRPb0DPQPJL22nlYSxw,Z8IkoijC27kXtLZx2O0a_Q,9,
"serving up gluten free thin crust pizza and sandwich's with the best ingredients, plus great coffee!",A3YhRPb0DPQPJL22nlYSxw,wBpBCgXqmoiDi2Bd89qJrg,0,
awesome gluten free pizza.,A3YhRPb0DPQPJL22nlYSxw,kSbiDSYnz3WMA4Xhl3jwdw,0,
i ordered two gluten free chocolate chip cookies with vanilla ice cream on uber eats.,z2LzzuzC8BjQcojQjd4tDQ,3RJXPlapGVbM1E4iIH1Diw,0,
the cookies are so so soft and if you are gluten free/vegan they have cookies for you too that are surprisingly so moist and gooey.,z2LzzuzC8BjQcojQjd4tDQ,SKqfdGMhI-bwFKMveJdXPw,2,
"my father also got the gluten free and vegan chocolate chip and liked it a lot, as well.",z2LzzuzC8BjQcojQjd4tDQ,pb1oReiB6C77dX06Oh6epQ,1,
"on the menu at ""taste of calgary"" they had:  - pad thai chicken which was gluten free - pineapple curry beef and rice which was gluten free - deep fried chicken spring rolls - coconut sticky rice with thai custard which was gluten free and vegetarian - green papaya and carrot salad which was gluten free  this place is very good for accommodating for people with food allergies.",_FALYkjieEE8IZGHslUcNA,boAKx5GmyC6ouPrJmsWj1g,3,
they had many items that were vegetarian or gluten free.,_FALYkjieEE8IZGHslUcNA,boAKx5GmyC6ouPrJmsWj1g,4,
they also didn't have a vegetarian symbol beside the green papaya and carrot salad which they did list as gluten free but i do not know how it would not be vegetarian but i also do not want to assume in case it really is not.,_FALYkjieEE8IZGHslUcNA,boAKx5GmyC6ouPrJmsWj1g,6,
i ordered a salad asking for no carrots because i am incredibly allergic and the salad came with carrots.,iXTl2p0w4Fnv8wZNeOEbhw,R_WU4BsF2y7bsvwa7C5ICw,6,
"even if you're not gluten free, their gluten free crust is delicious and adds a nice chewy texture to the pizza.",0PMKMyfX1j7Nc4esk1RaMg,btJzhPNgPNm-38uLILV8DA,2,
will bring the family back for the unique selection of pizzas and the gluten free option.,0PMKMyfX1j7Nc4esk1RaMg,rTsGwiS7E_p1J9r_Z_aQVQ,1,
best gluten-free pizza.,0PMKMyfX1j7Nc4esk1RaMg,FCnp2AqC14D5e-8AVzDfkg,0,
"for any of you gluten free eaters, the gluten free crust was the fist gluten free crust i have had that did not just taste like card boards.",0PMKMyfX1j7Nc4esk1RaMg,E_1_vDq3SLFrzN-Z48VXNA,1,
"our waitress was very attentive, refilling our tea and water promptly, and easily accommodating our request to have the uni served separately (boyfriend is allergic to shellfish).",1pXyaPUXMqZyxW1Ew7BLUg,C3LDZPLixVjFWzazA68NqA,7,
"i love that they offer gluten free pasta, as i am intolerant to gluten and it is always a treat to be able to enjoy pasta.",iNhP0ejUf2jVzaR5YCOoEQ,KNlcOjY9sUKtbSIJDW-xoA,1,
"my niece is allergic to sesame, and my sister sometimes calls them to order a special batch, which they will do.",LppJQQdIPMG1j5WbTNs8_w,KsF-OM2jxY5KwvnQ3hcHoA,7,
great place for some gluten free options!,-5NXoZeGBdx3Bdk70tuyCw,s8DgE6wO65mmQkD4SJyVAg,0,
"and to top it off, they have gluten free pies!",-5NXoZeGBdx3Bdk70tuyCw,s8DgE6wO65mmQkD4SJyVAg,3,
after telling employee about gluten allergy she was careless with handling of product.,EyPDvFnc8Jh1kAZZMHoApQ,pv_mmD9jB6brYomJRCekJg,5,
i called ahead to ensure that this location had gluten-free pizza.,EyPDvFnc8Jh1kAZZMHoApQ,Txviop71rAsRKl0Div9sew,1,
we then attempted to order 1 regular pizza & 1 gluten-free pizza.,EyPDvFnc8Jh1kAZZMHoApQ,Txviop71rAsRKl0Div9sew,4,
the girl who was reluctantly assisting us asked if the g-free pizza was a preference or an allergy.,EyPDvFnc8Jh1kAZZMHoApQ,Txviop71rAsRKl0Div9sew,5,
"we stated (allergy) at which point she reached in the cooler/freezer to pull out a pre-made g-free crust (she did not change her gloves, & actually took a regular crust off an aluminum pan & put the g-free crust directly on the contaminated aluminum pan).",EyPDvFnc8Jh1kAZZMHoApQ,Txviop71rAsRKl0Div9sew,6,
i got a gluten free crust to try and overall didn't care for it.,EyPDvFnc8Jh1kAZZMHoApQ,iboICikmmn3mowagp9_QwA,2,
"recommended to a friend and we had her birthday dinner there, and everybody loved it:) it was very nice that they offered a separate menu for a friend needed gluten free food.",DbxQ3FVcb_9khJA7rDiRtA,Pkjbvy1rXJ3lKYDja_1TpA,0,
i am gluten free and dairy free and i was able to eat their tacos.,zMPfZdODe82SL_zxnv7asg,XhPEadfX2g626gxnyw9tqA,0,
if you have an allergy beware.,NVJ1rVXyThay6Om-Q2LKJA,Tuy-oewWPZeMH0XT6UchSA,5,
seafood allergies are near impossible to accomodate - they use the same stock to boil their all of their seafood in.,M18VeJ8ck6Njw_pnyaRxOQ,CNRJoJEzE7i1qT8wkKZHNw,2,
wish list: i wish that they had a gluten-free wrap option.,XaK8YcE2lfZCily7Ki5GbA,tIKHC3xg5JPqRUwqQJFfMg,4,
"i'm fortunate in that i don't have dairy allergies, i just don't eat the stuff.",hySFMXFqyb7rNuxS8koNrQ,G1SZxF82Ot2Qo_M_jvLHmQ,6,
they even had gluten free crackers for me (the tastiest i've ever had) and separated the regular crackers for my wife on their own plate.,HGc61UN2Gr9RGQXC6mXFNQ,OtAY42DTC2I2_wvUPbEPnA,6,
they substituted salad for the cous cous and were incredibly knowledgeable about gluten.,HGc61UN2Gr9RGQXC6mXFNQ,OtAY42DTC2I2_wvUPbEPnA,10,
"i am allergic to nuts, woe to me, but i have to ask every time that i go out for indian food.",DJuQgsoj-qmU0i5iTAa4aA,Vp4R4MJXoHogdIjCD-lhaA,9,
"ok, let me preface this review by stating i have celiac's.",DJuQgsoj-qmU0i5iTAa4aA,kNLsCqw3kfHDpSsg6tsCOg,0,
if i eat gluten i get sick.,DJuQgsoj-qmU0i5iTAa4aA,kNLsCqw3kfHDpSsg6tsCOg,1,
"i explained, ""i'm allergic to wheat, my sister can't have nuts"".",DJuQgsoj-qmU0i5iTAa4aA,kNLsCqw3kfHDpSsg6tsCOg,9,
"i'm not sure where i went wrong, if there indeed was gluten in one of the sauces, or what not.",DJuQgsoj-qmU0i5iTAa4aA,kNLsCqw3kfHDpSsg6tsCOg,19,
"i would have given the restaurant 3 stars with a warning to fellow celiacs, but then i remembered the bathroom at the restaurant.",DJuQgsoj-qmU0i5iTAa4aA,kNLsCqw3kfHDpSsg6tsCOg,21,
"my husband ordered the pork schnitzel, which is a german dish, not quite sure why it was on the menu, but due to a allergy issue for oregano, this was a suitable dish for him.",kBJ3pnyWEhZ3WKYN0dHB7w,F07745lb9OKaoBTj5SVcag,5,
thanks so much for having gluten free options!,HOCuqi14chrfeKRqn-HuOw,F8cxkoLciDU4TkyvQ6dcrA,0,
"great service, and many gluten free menu options.",hmIcYx04ulrt7FuNcNltsg,4X2XkYqbkUoWSdkXxL3AjA,0,
they offer gluten free bread but i've never tried their sandwiches.,-rdjYy7_iqDoylkUpdolDQ,ZghtfurHJlhHVg_Cg1iNWQ,6,
this is still my goto choice for gluten free pizza.,EaIho6EvTuODNHPLO98yeQ,WZL3c_FzgBFCChPG3sCZog,0,
the have gluten free beer as well.,EaIho6EvTuODNHPLO98yeQ,WZL3c_FzgBFCChPG3sCZog,1,
the appetizer selections that are gluten free are pretty limited.,EaIho6EvTuODNHPLO98yeQ,WZL3c_FzgBFCChPG3sCZog,2,
they have no gluten free desserts at all.,EaIho6EvTuODNHPLO98yeQ,WZL3c_FzgBFCChPG3sCZog,3,
they accommodate many allergy related requests and have a large menu with customized options.,EaIho6EvTuODNHPLO98yeQ,SoD-FjxZQYTUnQYUuS41nQ,5,
they have gluten free crust.,EaIho6EvTuODNHPLO98yeQ,SoD-FjxZQYTUnQYUuS41nQ,9,
we had a gluten allergy and it wasn't heard while ordering the days special.,pVUREc8CHpzVKt57Sdlkvg,c3LUrxbA6sugzsHtQMgw2g,1,
they gave us the wings for free for the non gluten free persons and made us the proper wings.,pVUREc8CHpzVKt57Sdlkvg,c3LUrxbA6sugzsHtQMgw2g,3,
"alarms started going off in my head, my sons asthma and my daughters allergies.",OiS6K4IvKwxIcWlKVywG_w,XT_ELUzPu5KRPwiUbNEEcw,10,
i had the wild boar burger on a (substituted) gluten free bun.,2zkMnvtLRvnSeHqVb96ung,W6E-93G8JG7GEfsL_tkEyw,4,
bun was crumbly but that's a little to be expected due to lack of gluten.,2zkMnvtLRvnSeHqVb96ung,W6E-93G8JG7GEfsL_tkEyw,6,
it's tough for me to find an ice cream place that i can actually eat at because of my nut allergy so i needed to try this place!,ZuEwHyn9iTPMkAeqxJ1cfg,NvmxRSLOskTDynVWXbss9A,0,
"but seriously, the staff is always great, i have a good allergy and they always make sure they take care of me, which, for anyone with a good allergy is a homerun!",6V8D6uCQ-ChFap59Fc-ZoA,VAHtyJNUVgq-oq0qeX4WKA,1,
"anything from pistachio (my personal favourite), tiramisu, dark chocolate, baileys and in the summer, fruity flavours like gluten free lemon.",ngUPSlk_T8KUl5XJvA9yhg,a7oqryX9o-63sseJVwA7eA,2,
"i do think the cc has some peanut butter in it, so if you have peanut allergies, better check.",U9vCFCDQMQ8GFr5z48h8tQ,ABMjXwcU7HpknLYfQXa9UA,5,
as i was leaving i was told that their chocolate chip cookies have a touch of peanut butter in them in case i was allergic to nuts!,U9vCFCDQMQ8GFr5z48h8tQ,O3v-pW0kxeRJA_QsItlF0g,22,
a little tricky for gluten-sensitive folks.,N3uOrQCnx_n_841Q8EwbzQ,ELU1KoRBtY42VsPL0ZDyhg,2,
"although there are several vegetarian options there's little on the menu for gluten-sensitive folks unless you eat meat without bread, skip the pita served with the hummus and baba ganoush, etc.",N3uOrQCnx_n_841Q8EwbzQ,ELU1KoRBtY42VsPL0ZDyhg,18,
but if you're gluten sensitive i'm sure you know all these tricks.,N3uOrQCnx_n_841Q8EwbzQ,ELU1KoRBtY42VsPL0ZDyhg,19,
if gluten doesn't bother you the pistachio cake is amazing.,N3uOrQCnx_n_841Q8EwbzQ,ELU1KoRBtY42VsPL0ZDyhg,20,
unlimited ingredients all for $9 or $11 for gluten free.,tWJWgm6o-FwwcxXa6G7l4Q,XFrgaHpLMc9-qAvh8ynmag,9,
i have a recent celiac diagnosis and have been trying gluten free pizza to find good ones.,tWJWgm6o-FwwcxXa6G7l4Q,N-pP1zgYwoKdCdesPRj1xQ,2,
has one of the best gluten free crusts in the state!,tWJWgm6o-FwwcxXa6G7l4Q,N-pP1zgYwoKdCdesPRj1xQ,4,
unlimited ingredients all for $9 or $11 for gluten free.,tWJWgm6o-FwwcxXa6G7l4Q,P3_eytDqqqH93tLqroqwMg,9,
"also, their gluten free crust is a pretty yummy for only $2 more.",tWJWgm6o-FwwcxXa6G7l4Q,x4A5qQR-HTQKJK8x6QOOtw,2,
the employees were extremely nice and super conscious of possible food allergies.,tWJWgm6o-FwwcxXa6G7l4Q,t6dl9z8h22PJ05WKeDGOww,9,
"they have gluten free options, but i would love to see a vegan cheese option on the menu!",tWJWgm6o-FwwcxXa6G7l4Q,t6dl9z8h22PJ05WKeDGOww,10,
i'm addicted to their gluten free cake.,M007_bAIM34x1yd138zhSQ,eRil4gED-EFt7pU_dM4gJQ,0,
next she told us that the dish had too much sauce because we wanted to change the shrimp (food allergy) to chicken.,YyyqcbVyoBo4wPsgowUtUQ,h8oOmwWuDCIZy8_W5exRNg,13,
the dining manager came out personally to verify a shellfish allergy and then ended our meal with a visit to ensure that everything was ok.,gy5pr5bFAjOL5rERSdMCLg,nyagqTaFC-7jD5TtbU1Vgw,11,
our server chris was incredibly friendly and checked in on us an appropriate amount of times even though the place was packed and when we informed him of my partner's allergies he checked the menu for anything that didn't agree with her.,gy5pr5bFAjOL5rERSdMCLg,govipUgwKs16lOfM3GxRLg,1,
gluten free options are also available.,YOenG6h1D5gO2IXlXEjFuw,iU3ChAu5aXnkfl0NnEIjdA,2,
this place does not accomodate people with food allergies.,lK_iVjCur58if_XcbENGqg,ynIZ0fqAgZW2_CMpvXIiPA,0,
i am highly allergic to iceberg lettuce and made that clear upon ordering.,lK_iVjCur58if_XcbENGqg,ynIZ0fqAgZW2_CMpvXIiPA,1,
"you can customize how spicy you want the spring rolls which i love, and i've met people with peanut allergies and they accommodate to put differs sauces.",zRPAUz1Y2pF9GAKyaGdBlw,CHehJQUuirjd9G8CrEILKw,4,
"they offer absolutely no substitutions to their menu, which for people with food allergies and dietary restrictions is a complete turn-off.",ECPWFe93D_VWHfsnkVBydg,Qm38CFiJUatKcwMVp1QfDg,9,
"helped out our friends with food allergies as well, no problem!",EPb3FWs3mxQLUjGeMNP0SQ,JBteXJAEDs48Xcd89m3Ifw,5,
"there are many gluten free options on the menu which should suit the followers of americas latest dietary ""trend"".",0gTTGuA6uEmMhLhfJi0hqA,wtSANZOifm3Cc_mZq6uERw,13,
great service - rich menu - excellent gluten free options .,0gTTGuA6uEmMhLhfJi0hqA,qvas3zjbuhi_FqEIwkRVjQ,0,
"their woodfired pizza also offer different crusts from whole wheat, to even gluten-free.",0gTTGuA6uEmMhLhfJi0hqA,55WMNk4KPlf-k8ZMTvgLEw,17,
many options for gluten-free and veg.,0gTTGuA6uEmMhLhfJi0hqA,Md4IH7XXX3THSiPrGqcBUw,2,
kudos to sammy's for providing gluten free and vegan options on their menu!,0gTTGuA6uEmMhLhfJi0hqA,IL2Df1DtIXbmHLTZZF7VMw,3,
i appreciated her going the extra mile without me even having to ask especially because i have a food allergy.,pV0eHAVd-guPjogXLnJ_Sg,aBMwvtx2UKF1XcYf5oc_0w,3,
she ordered fujian rice noodles without the shrimp (they accommodated her due to food allergy).,hz18cj0wMLa5X9GVW-Un9A,ko61N5Foiyd5FDuUZNd3Xw,1,
"my husband is very allergic to tomatoes, why would i wonder nachos he can't eat?",mGriYfWJcLJGjkuqr0a5OA,t42YfCZzoCWbu5U0iXJvPw,10,
do not go here if you can not eat gluten!!!,U-LkG8wggE2-fcyMLTzKww,Zz88uA_ZZZgzvOtRXPakDg,0,
"i was trying to take it easy on them)  i was served over cooked, dried out rice with a chicken breast so small i'm pretty sure it was a robin, and undercooked veg... i spoke to the manager who apologized (the one good thing to come out of the meal) and was told i would be compensated (clearly as i didn't eat anything) ... their way of saying sorry was by giving me a free desert (the only thing gluten free is ice cream) it came pre package in its own container (yay it was gluten free) but it was so freezer burnt i had to send it back... got another ice cream and took it home with me and it was the same, freezer burnt....   so disappointing because the manager kept telling me how good she was at providing gluten free to those who need it...",U-LkG8wggE2-fcyMLTzKww,Zz88uA_ZZZgzvOtRXPakDg,2,
they have been very accommodating to our son back when he had a peanut allergy.,Wlg9fruyWcoW3VuPuRDcpA,FBk8KIBPf7wBWBUaFYBtcg,2,
"it's a small, clean, and unique grocery store - i say ""unique"" because they carry a wide variety of high-end, organic, and gluten-free products.",8JA0UIv3uzjvFkP3IABXMQ,asvuPMKVqJaKSI6rtYSTvA,1,
we used their website to generate a list for our special order due to food allergies.,rxjHvIvV_BlzKa8ftRUpGA,j2tTmXdVUiQmF82QnCr5dA,10,
"after we received the order back from us picking it up, 5 of the 6 burgers were wrong, and the folks couldn't enjoy them because they were allergic to the toppings they decided to put everything on it.",rxjHvIvV_BlzKa8ftRUpGA,j2tTmXdVUiQmF82QnCr5dA,11,
i have a peanut allergy and this cupcake sent me into instant anaphylaxis i ran inside with my toddler son in tow just to make sure i hadn't missed something on the sign about nuts.,F_eQ1dpPGHM0vYUrKXKSLQ,DORpGLXbJiO-PPsNpu_8FA,4,
"please educate your employees about allergies and make sure you aren't cross contaminating and if that's your prerogative, some signage would be nice.",F_eQ1dpPGHM0vYUrKXKSLQ,DORpGLXbJiO-PPsNpu_8FA,11,
"because i love breaded chicken sandwiches, i will probably be back again but with the following caveats:  - i will always order in person with the son/grandson who seems to be running the place now, instead of talking to the old guy on the phone - i will make a huge deal about being allergic to dairy - i will order only when not super hungry, and when i have time on my hands.",iAdj2sx6LHWt6_zM7U3GLw,IWFS94-JeYi1pyfzHy_8zw,28,
"i'll need to double check that what i order is gluten free next time, but that's on me so that's not a reflection on them at all, my only suggestion would be for them to clearly mark why is and is not gf friendly.",l3d7x5kJ0vv7Dte8tUJP4A,bKjUCSi3eQ9lfSwQs8Vv2A,1,
"i've been told that they now carry gluten free bread, but since i am so paranoid about getting sick, i'd rather avoid the possibility of cross contamination and go for a salad.",bADmX3gPwiFQXU__6Out3w,R3rQW2gHvTBk5-e9-CSgzg,1,
"overall, the salads are delicious, and in my non-gluten free days i remember their sandwiches as being pretty great too.",bADmX3gPwiFQXU__6Out3w,R3rQW2gHvTBk5-e9-CSgzg,9,
they have gluten free pizza!!,PmkXtqIcjQGpNShB8yTSrA,5sjdk957fSvUCV6Zkg4CAQ,0,
food allergies?,r-wz3rmeNGLBMOqtfXnxog,zxdKnp64whGTzH3ESvUjHg,22,
my niece is very allergic to dairy.,jr0_Am71muHJipUqI8dQWQ,Fj8T23gljsk2DCKDa-9z2w,1,
i'm a celiac and gluten free waffles and pancakes were a huge disappointment.,VOCJZc2cTeOEykXv3AEgCw,DHRIiRspr7veQw-Af9eqXg,1,
i may try the restaurant again but i ll stay away from the gluten free specialties,VOCJZc2cTeOEykXv3AEgCw,DHRIiRspr7veQw-Af9eqXg,7,
it's across the street from a cool little store that has great choices for our son with allergies.,kDCWJ5ylZ23ZqvZOGsW8rg,pGQ0y3MqzvGo3_qd3KCS4Q,3,
"pros: if you have food allergies, they have a whole aisle dedicated to gluten-free goods and more snack options than most grocery stores.",NtvCX9UEWFvHSxQj06XQ0g,L9r9JZiNb5EMSc2WkHZJBg,1,
they have a good selection of vegetarian/vegan/gluten free options.,MOB5oCEKCw3S76SsiuQjqA,BC3vKbpS5x9-48XC2qnaTw,3,
"super duper accommodating to vegan's, celiacs, herbivores and omnivores.",MOB5oCEKCw3S76SsiuQjqA,ZneVCZfRJh3LVJrDEmNwCg,1,
gluten-free review:  i stumbled upon this place by chance.,FM0h7JHdthhnc50vgGWzpA,CZi9lDB4HJ4kj978eXKK4A,0,
"my dietary restrictions are mearly preference, however restaurants need to take such seriously for people who have allergies, especially to shellfish.",G7Ull-QUaNXyPwtEErHZ8g,iy_UsNxTPkkAE0edX4E1zw,8,
this day i had there gluten free pizza.,ZL6BK8wweb-8ncJ7kFIG-A,z3OlQAZj25QS9aoek2Vo4Q,2,
i don't need to eat gluten free and would order this pizza again.,ZL6BK8wweb-8ncJ7kFIG-A,z3OlQAZj25QS9aoek2Vo4Q,4,
"great pizza, sweet sauce, and gluten free option available!",ZL6BK8wweb-8ncJ7kFIG-A,fsxZCGihr4-Lxuv_H2DNWw,1,
the owner is knowledgable on gluten free and cross contamination.,ZL6BK8wweb-8ncJ7kFIG-A,fsxZCGihr4-Lxuv_H2DNWw,2,
recommendation: gluten free margarita pizza (delish!!!!),ZL6BK8wweb-8ncJ7kFIG-A,fsxZCGihr4-Lxuv_H2DNWw,6,
"ate two gluten-free dinners here, chose the mushroom risotto & the strawberry beet salad with chicken.",1mHcIfWIUO1i6K9st5atdA,OFF0F1-5GO7avAlXWiixWg,1,
"my favourite gluten and dairy free dishes that can be tweaked to adjusted my dietary restrictions are the steak, salmon and beet salad.",QKYGmGpwde1aM8AxIGNaRw,yJVfiB3VxG-bFuqFZe7oQA,17,
"simply for the size of the menu the lack of gluten free chocolate or crepe ( rice, buckwheat, almond flour) is just a huge shame.",N9YyuTEBnWM1Day_Yuu97g,RFz5HY6zS6fcxeJGIj-AEg,0,
more lactose free and gluten free options wouldn't be that hard at all.,N9YyuTEBnWM1Day_Yuu97g,RFz5HY6zS6fcxeJGIj-AEg,1,
"2016- about 65% are lactose intolerant to some degree, 15% of population has gluten antibodies suspecting sensitivity and inflammation after digestion, 6% are gluten allergic intolerant sensitive because of the symptoms and some of them are completely intolerant due to celiac disease.",N9YyuTEBnWM1Day_Yuu97g,RFz5HY6zS6fcxeJGIj-AEg,2,
"city of paris, new york, toronto, have gluten free options in nearly every restaurant, cafe, bakery.",N9YyuTEBnWM1Day_Yuu97g,RFz5HY6zS6fcxeJGIj-AEg,3,
i got the vegan cheese on mine due to a dairy allergy.,CgCujnZFGzsMPDVo4VNCLA,_jsPgX-OsxA8nRBFxiBjlw,2,
i think they did fairly well for allergy protection by changing the gloves however there is a large concern for cross contamination as they drop food into the other food containers.,CgCujnZFGzsMPDVo4VNCLA,_jsPgX-OsxA8nRBFxiBjlw,3,
my wife eats gluten free and has had great gf pizzas at pieology and other pizza places.,CgCujnZFGzsMPDVo4VNCLA,WHiQgyOP7tiO6Cb5dEaFGQ,1,
i had an allergic reaction from what i assume is their new to go boxes and the gm danielle only wanted to interrogate me and treated me like i was lying about my visit and reaction.,YyY4DFr-OFtpN2ThrLHTAQ,NSI1barKtJh6JehUiLbh5w,1,
one in our group has a severe shrimp allergy and we let them know that but there was definitely a shellfish of some kind that touched our order.,xGn4RxYKA-RYdE2hukuyNw,rJVV3gN5ITCo8MKvU3L9Dw,1,
this person ended up having a serious reaction to our food... so if you have food allergies maybe this isn't the best place for you...,xGn4RxYKA-RYdE2hukuyNw,rJVV3gN5ITCo8MKvU3L9Dw,2,
they take care of their clients.. to be more specific my boyfriend is allergic to seafood and this is the only sushi spot we can trust!,sAKAiQ7-TgWs9L6Sv_fvEA,V7736LnQErEwBI0pMw7dYQ,1,
i'm not difficult i just can't have dairy as i'm nursing and my son is allergic.,uuxiWohekdxlN3GmA5fl3A,QF1l5fYPUVxeeTTSIZu9-Q,4,
"the main miss for my group is that we had a couple dietary restrictions that were mixed up, resulting in a shellfish allergy being served shrimp.",EXF-imcOSptiuzlirPjljA,JaXXENYHgC5eLpLp0ygCrg,13,
the codes on the menu are helpful in finding allergy free choices.,ZLanOvPw7BscWDo0yC8Ncg,VDFv2QxC5I-y1K2iy8U9hw,0,
most gluten and dairy free choices were salads which are available everywhere.,ZLanOvPw7BscWDo0yC8Ncg,VDFv2QxC5I-y1K2iy8U9hw,1,
this place knocked my socks off when it came to gluten-free options!,ZLanOvPw7BscWDo0yC8Ncg,RhU60WuMUF6Q1F5h4SWvjQ,1,
"their entire menu is marked with gluten-free, vegetarian, vegan and nut coding so you can clearly identify which foods are safe.",ZLanOvPw7BscWDo0yC8Ncg,RhU60WuMUF6Q1F5h4SWvjQ,4,
this worked great for my husband and i because he is allergic to nuts and i have celiac disease.,ZLanOvPw7BscWDo0yC8Ncg,RhU60WuMUF6Q1F5h4SWvjQ,5,
i even bought a gluten-free falafel mix at the grocery store to make them at our house.,ZLanOvPw7BscWDo0yC8Ncg,RhU60WuMUF6Q1F5h4SWvjQ,12,
i highly recommend aladdin's eatery for gluten-free dining!,ZLanOvPw7BscWDo0yC8Ncg,RhU60WuMUF6Q1F5h4SWvjQ,21,
"smoothies, fresh pressed juices, coffees, salads, muffins, popsicles, and even a bloody mary mix that is vegan and gluten free (i didn't know bm mix had gluten?)",XxvyLuorygB8u0XBIDwKjQ,lvV7eL4WolP7m21zXrBeKA,2,
